01	Does Ethanol Generate More Energy Than the Amount Needed to Produce It?	"""It often seems that every article, every interview, every public discussion about our most used and visible biofuel, ethanol, starts, and sometimes ends, with the question, 'Doesn't it take more energy to make ethanol than is contained in the ethanol?' In 1980, the short and empirical answer to this question was yes. In 1990, because of improved efficiencies by both farmer and ethanol manufacturer, the answer was, probably not. In 2005 the answer is clearly no...  Several ethanol facilities are today beginning to use wood waste or, in the near future, corn stover, to replace natural gas to meet their thermal energy needs. The net energy ratio in that situation should be well over 2 to 1!"""
01	"Should the Words ""under God"" Be in the US Pledge of Allegiance?"	"""The addition of the words 'under God' to the Pledge, and the school district's policy and practice of teacher-led recitation of the Pledge, do not violate the Establishment Clause... Indeed, the best evidence suggests just the opposite: The Establishment Clause was designed not just to prevent the establishment of a national church but to prohibit the federal government from interfering with state encouragement of religion as the states exercised their core police powers to protect the health, safety, welfare, and morals of the people. To hold that the Constitution prohibits the State or school district from allowing the recitation of a pledge that acknowledges the existence of God would ignore the history and intent of the First Amendment and would undermine the efforts of the States to foster the kind of moral virtue the Founders thought essential to the perpetuation of republican institutions."""
10	Is Same-Sex Attraction a Passing Phase Some Young People Go Through?	findings… suggest that it is inappropriate to interpret [sexual] identity relinquishment as an admission that one’s previous sexual-minority identity was ‘wrong.’ Only one woman in the sample interpreted her prior sexual-minority identification as a phase, and even she acknowledged the possibility of same-sex sexuality in the future. The remaining women spoke in more complex terms about subtle changes and reassessments in other-sex and same-sex feelings and behaviors, and many expressed concern that their personal transformations might be misinterpreted as ‘proof’ that most self-identified lesbian/gay/bisexual youth are just confused about their sexuality… The fact that all of the women in the relinquish group… continued to experience same-sex attractions… suggests that same-sex desires are far less amenable to (conscious or unconscious) change than are behavior and identity. This mitigates against the success of therapies aimed at altering sexual minorities’ predispositions.”
01	Does Obamacare Eliminate Lifetime or Annual Limits on Insurance Coverage? - YES	"""Health reform eliminates lifetime dollar maximums on most health plan benefits and places restrictions on annual dollar limits. The changes to annual limits are phased in over several years...  No annual dollar limits are allowed on most covered benefits effective January 1, 2014.  The requirement to eliminate lifetime dollar limits applies to all plans. The annual limit restrictions apply to employer-based health plans, and to individual health insurance plans issued after March 23, 2010. Some plans are eligible for a waiver from the rules concerning annual dollar limits. To get the waiver, plans must show that increasing their annual limit would require a significant increase in premiums or decreased access to coverage."""
10	Should the United States Maintain Its Embargo against Cuba?	“In the American imagination, the embargo serves mostly to deny us access to Cohibas and Havana Club rum, but its damage to the Cuban people has been, and continues to be, pervasive and profound. It affects their access to everything from electricity to video games to shoes. It has prevented Cubans from buying medical supplies from American companies, from buying pesticides and fertilizer, from purchasing Microsoft Word or downloading Adobe Acrobat. It has restricted how much money Cuban Americans can send to their families on the island… ‘This is a new day — es un nuevo día — between our two countries,’ President Obama announced in March to journalists assembled at the Plaza de la Revolución. But for all the improvements in U.S.–Cuban relations over the past two years, that new day will not really come until the embargo is lifted in its entirety. Certainly the embargo has left deep scars. It has continued for more than half a century, doing its worst damage at times when Cubans were at their most vulnerable, with aggressive enforcement that in critical ways continues to this day.”
01	Did the Founding Fathers Support a Separation of Church and State?	"""By maintaining the separation of church and state the United States has avoided the intolerance which has so divided the rest of the world with religious wars... Can any of us refute the wisdom of Madison and the other framers? Can anyone look at the carnage in Iran, the bloodshed in Northern Ireland, or the bombs bursting in Lebanon and yet question the dangers of injecting religious issues into the affairs of state? The religious factions will go on imposing their will on others unless the decent people connected to them recognize that religion has no place in public policy. They must learn to make their views known without trying to make their views the only alternatives... We have succeeded for 205 years in keeping the affairs of state separate from the uncompromising idealism of religious groups and we mustn't stop now. To retreat from that separation would violate the principles of conservatism and the values upon which the framers built this democratic republic."""
01	Should Teachers Get Tenure?	“[E]liminating tenure will do little to address the real barriers to effective teaching in impoverished schools, and may even make them worse… First, firing bad teachers actually makes it harder to recruit new good ones, since new teachers don’t know which type they will be. That risk must be offset with higher salaries — but that in turn could force increases in class size that themselves harm student achievement. Second, while it might seem better to wait on granting tenure, early decisions — not in the first year, but soon after — actually improve student achievement. That’s partly because stable faculties are better for students, but also because an attentive district knows a great deal about which teachers are good and bad after just two years, and waiting longer provides little additional information. Finally, the freedom to fire experienced teachers is valuable only when dismissal rates are very high, say, 40 percent or more. And yet such rates come with costs: The risk of firing good teachers is high, and the impact on a school’s culture is detrimental to learning. In short, while the notion of ‘clearing the stables’ of bad teachers seems attractive, it is almost impossible to get right in practice. No conceivable system can eliminate all ‘grossly ineffective’ teachers, and efforts aimed at doing so can do more harm than good.”
01	Is Vaping with E-Cigarettes Safe?	"E-cigarettes help adults quit smoking and decrease deaths and disease caused by traditional cigarettes. A July 2019 study found that cigarettes smokers who picked up vaping were 67% more likely to quit smoking. [48] A New England Journal of Medicine study found that e-cigarettes are twice as effective at getting people to quit smoking as traditional nicotine replacements such as the patch and gum. [14] E-cigarettes caused a 50% increase in the rate of people using a product designed to help people quit smoking. [15] Traditional cigarettes are known to cause health problems such as lung cancer, heart disease, and stroke. [10] Worldwide, smoking is the top cause of preventable death, responsible for over seven million deaths each year. [10] The National Academies of Science, Engineering, and Medicine found conclusive evidence that switching to e-cigarettes reduces exposure to toxicants and carcinogens. [11] Burning a traditional cigarette releases noxious gases such as carbon monoxide. Cigarette smoke contains tar, which accounts for most of the carcinogens associated with smoking. E-cigarettes don't have those gases or tar. [12] Peter Hajek, professor at Queen Mary University London, said, ""smokers who switch to vaping remove almost all the risks smoking poses to their health."" [13]"
10	Was Bill Clinton a Good President?	“The events of the Clinton presidency contributed to many of the international problems we now face… When Bill Clinton left office in 2001, most people probably would have assumed that his impeachment would be the most enduring black mark he left on history. Yet… with the events of September 11 it became clear that the Clinton administration’s most damaging legacy had nothing to do with his personal moral recklessness. It concerned his utter failure to safeguard the national interests of the United States by refusing to confront evil with strength and resolve. Today, Bill Clinton may pine over his lost ‘opportunity’ to shine in foreign policy. But he conveniently overlooks the many chances he had to engage the terrorists. If Clinton had had the courage to recognize and act upon them, he could have seized any number of legitimate opportunities to commence the war on terrorism that America was destined to face.”
01	Is Nuclear Power Cost-Effective?	"""Nuclear energy is clean, reliable, cost-effective, and most important, increases our domestic energy supply...  In order for utilities to develop new nuclear plants, they must have access to adequate financing at a reasonable cost. Before Wall Street will provide that financing, there must be confidence that the project will be successful...the loan guarantees provision in the Energy Policy Act of 2005 is necessary to manage the business uncertainties associated with the first several plants. Once a handful of plants have been successfully built, Wall Street will have the confidence necessary to be more forthcoming with financing.  The good news is that we are already well on our way to ensuring nuclear energy has a beneficial and growing role to play in meeting our nation's energy needs...I am confident that this industry, once it has revitalized, will financially sustain itself. And, finally, I am confident our country is committed to working to provide future generations with a legacy of clean, safe, reliable, and cost-effective energy."""
10	Should Marijuana Be a Medical Option?	active ingredient in marijuana, THC, has been accepted as having medicinal value when processed into Marinol. Marijuana itself, however, has not been shown to have medical benefits; accodrdingly, I have no basis for believing that marijuana, and smoking marijuana, has any such benefits.”
10	Should the US have attacked Iraq?	"""We hope that the attack will not take place. But we are bracing ourselves to meet such an attack, to face it…Even though, God Almighty invites us…and we hope that -- we pray to him that -- the Americans will refrain from such an eventuality -- to avoid both the Americans -- to spare the Americans from committing such a mistake -- and also to spare Iraq and the Iraqi people from being involved in such an experience. And those who would like to ride the bandwagon of evil, it's up to them."""
10	Should Prostitution Be Legal?	"""One cannot support the reduction of AIDS infections and support legal prostitution at the same time. Prostitution remains one of the leading vectors for AIDS infection. This is true in the case of both legal and illegal prostitution...   Prostitutes, because of their many partners, have a greatly increased risk of exposure to HIV. They are likewise able to spread HIV to many other partners...  The redefinition of prostitution as 'commercial sex work' is just an attempt to legitimize sex trafficking. It should come as no surprise the ACLU and Planned Parenthood have signed on. While both groups are considered 'pro-woman', it is odd that they support an industry of flagrant abuse of women...  There are a multitude of studies to show the high level of abuse that prostitutes suffer. Women are literally bought and sold as property. The incidence of drug addiction is high among women, partially explaining why they became prostitutes to begin with.  The argument for legalization goes something like this. Prostitution will happen anyway but legalization and regulation will help stem the abuses. The argument has 50,000 foot appeal. Using the same logic, slavery (which still exists in many places) should be legalized so underground slaves can be given some measure of human rights. The fact that the ACLU and the bevy of left-wing international groups don't argue for the legalization of slavery shows the logical inconsistency of their position.  Further, the legalization of abortion has shown that it lead to a radical increase in abortion. The legalization will lead to an untold number of women being forced into sex slavery. Make no mistake, women will be forced into commercial sex work in greater numbers if it were legalized."""
10	Is Qualification Testing Conducted by Independent and Accredited Entities?	"""The Independent Testing Authorities (ITAs) are private entities, designated by the National Association of State Election Directors and its successor, the Election Assistance Commission, to serve that role. Vendors contract with any ITA with whom they can negotiate an acceptable contract. Although there are no credible allegations of misconduct to the committee's knowledge, the possibility that a vendor might receive a 'sweetheart' evaluation from an ITA is an obvious one to consider under these circumstances."""
01	Should Gay Marriage Be Legal?	"Marriage is not only for procreation, otherwise infertile couples or couples not wishing to have children would be prevented from marrying. Ability or desire to create offspring has never been a qualification for marriage. From 1970 through 2012 roughly 30% of all US households were married couples without children, and in 2012, married couples without children outnumbered married couples with children by 9%. [96] 6% of married women aged 15-44 are infertile, according to the US Centers for Disease Control and Prevention. [97] In a 2010 Pew Research Center survey, both married and unmarried people rated love, commitment, and companionship higher than having children as ""very important"" reasons to get married, and only 44% of unmarried people and 59% of married people rated having children as a very important reason. [42] Several US presidents never had their own biological children, including George Washington, often referred to as ""the Father of Our Country."" [9] [12] As US Supreme Court Justice Elena Kagan noted, a marriage license would be granted to a couple in which the man and woman are both over the age of 55, even though ""there are not a lot of children coming out of that marriage."" [88] Read More"
01	Should the Death Penalty Be Allowed?	"""I have personally been in favor of the death penalty. I was a senior official in the 1992 Clinton presidential campaign and in the administration, and in that role I defended the President's stance in support of capital punishment. I have no illusions that the death penalty deters anyone from murder. I also have great concern about the ability of our justice system to avoid putting someone innocent to death. However, I believe there are some human beings who do such evil as to deserve to die. I am not troubled that Timothy McVeigh was executed for the 168 people he had killed in the Oklahoma City bombing, or that John Wayne Gacy was for committing 33 murders."""
10	Is the ACLU Good for America?	American Taxpayers are quite ignorant of the ACLU, it’s socialist founder Roger Baldwin, it’s communist beginnings and it’s questionable agenda through the years. It’s no wonder. They have done a superb job of not advertising who their founders were and what their real intentions were… [H]ow have they been able to put on an air of red, white and blue while at the same time undermining everything that America really stands for?”
10	Is Marijuana an Effective Treatment for Spasticity Disorders Such as Multiple Sclerosis?	regular use of smoked marijuana would be contraindicated in a chronic condition like MS… In general, the abundant anecdotal reports are not well supported by the clinical data… But this is due more to the limitation of the studies than to negative results… Without an appropriate model, studies to determine the physiological basis for how marijuana or THC might relieve spasticity cannot be conducted. Nonetheless, the survey results suggest that it would be useful to investigate the potential therapeutic value of cannabinoids in relieving symptoms associated with MS.”
10	Are Fewer People Relying on Emergency Rooms for Health Care Under Obamacare? - DEBATED	"""More people are likely to turn to the emergency room for their health care and they are likely to do so more frequently under the new health reform legislation...  We find that emergency room costs will increase for two reasons: 1) about half the newly insured will enroll in Medicaid and Medicaid patients seek emergency room care more often than the uninsured, and 2) while the newly insured will try to increase their consumption of care, the absence of any program to create more providers will force patients to turn to emergency rooms as the outlet for increased demand."""
01	Is There a Moral Difference between Active Euthanasia and Physician-Assisted Suicide?	"""Although it is frequently argued that suicide assistance and active euthanasia are morally equivalent, the law in all states draws a clear distinction between these two types of acts. In New York, assisting a suicide, except in certain limited circumstances, is a form of second-degree manslaughter. Euthanasia, however, falls under the definition of second-degree murder, as the defendant intentionally causes the death of the victim through his or her direct acts. Because the consent of the victim is not a defense to murder, euthanasia is therefore prosecutable as murder in the second degree. """
01	Should Social Security Be Privatized?	“Social Security will be strengthened if modernized to include a system of voluntary personal accounts. Retirement security will be increased through personal accounts because they would facilitate wealth creation for individual participants. Strengthening Social Security to include personal accounts can add valuable protections for widows, divorced persons, low-income households and other Americans at risk of poverty in old age. Personal accounts would permit individuals to seek a higher rate of return on their Social Security contributions, offering higher total expected benefits to individuals with accounts than those lacking them. Partial advance funding of Social Security should be a goal of any effort to strengthen the system. Advance funding within Social Security can best be accomplished through personal accounts rather than direct government investment. The Commission finds that the establishment of personal accounts is likely to lead to an increase in national saving. The Commission believes that the establishment of personal accounts will improve incentives for labor force participation.”
10	Should Churches (Including Mosques, Synagogues, etc.) Remain Tax-Exempt?	“The problem with granting tax-exempt status to religions and churches as a rule, is that now we have put the government in the role of determining what is a religion and what is not. Who’s to say that a gathering in someone’s living room every Sunday to discuss God is not a religious service? Should this home be exempt from property taxes, as are thousands of churches, temples and mosques across this country? How many members does a group have to have to be considered a tax-exempt religion? More to the point, are these questions that we want our government asking?… For every house of worship that is exempt from property taxes, taxpayers have to pay more than they would have if a residence or business were on that same piece of land. Do churches not benefit from the same taxpayer-funded benefits that the rest of us enjoy — protection by the police and fire departments, maintenance of roads to and from their places of worship, etc? Why then should they be exempt from these taxes?”
10	Does insider trading contribute to market efficiency?	"""...[I]nsider trading affects stock market prices through what is known as 'derivatively informed trading.' First, those individuals possessing material nonpublic information begin trading. Their trading has only a small effect on price. Some uninformed traders become aware of the insider trading through leakage or tipping of information or through observation of insider trades. Other traders gain insight by following the price fluctuations of the securities. Finally, the market reacts to the insiders' trades and gradually moves toward the correct price. But while derivatively informed trading can affect price, it functions slowly and sporadically. Given the inefficiency of derivatively informed trading, the market efficiency justification for insider trading loses much of its force..."""
01	Was Bill Clinton a Good President?	“Bill [Clinton] is an extraordinary mixture of easygoing charm and ferocious intellectual capacity. Probably, in terms of political intuition and certainly in terms of turning such intuition into analysis, he is the most formidable politician I ever met. My theory is that, in a curious way, the blessing of his times is the disadvantage of his legacy. As with any period, the years 1993-2000 were full of events, many of them significant. But the world-changing events – 9/11 and the financial crisis – happened in the next presidency. Bill was actually a brilliant president. He made it at times look easy. He ran a good economy; made big reforms; handled… Kosovo with real leadership.”
10	Is Cell Phone Radiation Safe?	“As a senior scientist with the National Toxicology Program [NTP], I was one of 22 experts who participated in that IARC evaluation five years ago. At that time we classified cellphone radiation as possibly carcinogenic to humans based on positive associations that had been observed between cellphone radiation and malignant brain tumors and tumors of Schwann cells that surround the auditory nerve leading from the inner ear to the brain (acoustic neuroma)… More recent evidence on health effects of cellphone radiation has strengthened the case for concluding that this radiation poses a cancer risk. The U.S. National Toxicology Program recently reported results from a study in which rats and mice were exposed to cellphone RFR for two years at exposure intensities in the range of cellphone emissions and that did not cause measurable increases in body temperature… The findings of highly malignant and quite rare brain tumors and malignant Schwann cell tumors of the heart in the NTP study present a major public health concern because some of these same types of tumors had been reported in epidemiological studies of adult cellphone users. In addition the NTP reported DNA damage was induced in brain cells of exposed animals.”
10	Is Medical Marijuana More Dangerous Than Legal Drugs?	commonly used over-the-counter product like aspirin has a therapeutic ratio of around 1:20. Two aspirins are the recommended dose for adult patients. Twenty times this dose, forty aspirins, may cause a lethal reaction in some patients and will almost certainly cause gross injury to the digestive system… By contrast, marijuana’s therapeutic ratio… is impossible to quantify because it is so high.”
01	Does Obamacare Contain a New Tax on “Unearned Income”, Including Some Real Estate Sales, for Individuals with an Adjusted Gross Income of $200,000 or More? – YES	"""[S]tarting in 2013, all or part of the net investment income, including long-term capital gains and dividends, collected by higher-income folks can get socked with an additional 3.8% 'Medicare contribution tax...  The additional 3.8% Medicare tax will not apply unless your adjusted gross income (AGI) exceeds: (1) $200,000 if you're unmarried, (2) $250,000 if you're a married joint-filer, or (3) $125,000 if you use married filing separate status.  The additional 3.8% Medicare tax will apply to the lesser of your net investment income or the amount of AGI in excess of the applicable threshold. Net investment income includes interest, dividends, royalties, annuities, rents, income from passive business activities, income from trading in financial instruments or commodities, and gains from assets held for investment like stock and other securities. (Gains from assets held for business purposes are not subject to the extra tax.)"""
10	Are Social Networking Sites Good for Our Society?	“I despise Facebook. This enormously successful American business describes itself as ‘a social utility that connects you with the people around you’. But hang on. Why on God’s earth would I need a computer to connect with the people around me? Why should my relationships be mediated through the imagination of a bunch of supergeeks in California? What was wrong with the pub? And does Facebook really connect people? Doesn’t it rather disconnect us, since instead of doing something enjoyable such as talking and eating and dancing and drinking with my friends, I am merely sending them little ungrammatical notes and amusing photos in cyberspace, while chained to my desk?… Clearly, Facebook is another uber-capitalist experiment: can you make money out of friendship? Can you create communities free of national boundaries — and then sell Coca-Cola to them? Facebook is profoundly uncreative. It makes nothing at all. It simply mediates in relationships that were happening anyway.”
10	Should Performance Enhancing Drugs (Such as Steroids) Be Accepted in Sports?	"""In 1990, when I was chairman of the Judiciary Committee, I wrote the Anabolic Steroids Control Act, which added 'anabolic steroids' to Schedule Three of the Controlled Substances Act and began to list a host of substances falling within that definition. In 2004, I proposed legislation to update that law and added the substances 'THG' and 'Andro,' and their chemical cousins, to the list of anabolic steroids.  The reasons for these changes were simple: these substances not only pose great health risks, but they threaten the fundamental integrity of sport and send the wrong message to our kids – that cheating to get ahead is acceptable, no matter the cost.  So I worked hard to ban these substances, educate our youth and professional athletes, and reduce this wrongful behavior in American sports."""
01	Has the Government Blocked Clinical Trials of Marijuana?	all its policies the DEA is the antithesis of science. The most glaring, inhumane and disingenuous example is its refusal to allow researchers a supply of cannabis for medical trials approved by the Food and Drug Administration.”
10	Do Violent Video Games Contribute to Youth Violence?	"Older generations often unfairly disparage new things that youth like, such as video games. The ""moral panic"" that many adults feel about video games is an exaggerated sense of public concern, fear, and anxiety over a perceived threat of social corruption. [113] Other examples of moral panic from history include rock and roll, comic books, radio, television, cell phone use, and social media. [114] An Oct. 2013 study in Psychology of Popular Media Culture found that people who had no experience playing video games were six times more likely to believe the games contributed to mass shootings. Older Americans were five times more likely than young people to think that the games caused mass shootings. [116] The 2012 Sandy Hook Elementary shooter, for example, was originally and incorrectly reported to be an avid player of violent video games. Investigators later showed that the shooter's favorite games were Super Mario Brothers, Dance, Dance Revolution, and other non-violent video games. [115] Read More"
01	Is Medical Marijuana an Effective Treatment for Depression, Bipolar Disorders, Anxiety, and Similar Mood Disorders?	patients report significant improvement and stabilization with their bipolar disorder when they utilize adjunctive therapy with medical cannabis. While some mental health professionals worry about the impact of cannabis on aggravating manic states, most bipolar patients trying cannabis find they ‘cycle’ less often and find significant improvement in overall mood. Bipolar disorders vary tremendously in the time spent in the depressive versus manic states. Those who experience extended depressive episodes are more likely to be helped with cannabis. Patients who use cannabis to ‘relax’ may be treating the anxiousness sometimes associated with depression. Cannabis aids the insomnia sometimes present in depression and can improve appetite. Better pain control with cannabis can reduce chronic pain related depression. While cannabis cannot yet be considered a primary treatment of major depression it may improve mood when used under physicians supervision and in combination with therapy and/or SSRI’s.”
10	Is Nuclear Power Cost-Effective?	"""Nuclear power, a mature industry providing 20 percent of U.S. power, has received some $100 billion in U.S. subsidies - more than three times the subsidies of wind and solar...  [W]ind power and solar power are pretty much free - nobody charges for the breeze and the sun. Operation is also cheap, compared with nukes, which run on expensive uranium and must be monitored minute by minute so they don't melt down...the price of new nuclear power has risen faster than any other form of power, as a detailed study of coal, gas, wind and nuclear power capital costs by Cambridge Energy Research Associates concluded.  In fact, from 2000 through October 2007, nuclear power plant construction costs - mainly materials, labor and engineering - have gone up 185 percent! That means a nuclear power plant that would have cost $4 billion to build in 2000 would have cost more than $11 billion to build last October...  So much for being a near-term, cost-effective solution."""
01	Are DACA and the DREAM Act Good for America?	"""Our findings could not paint a clearer picture: DACA has been unreservedly good for the U.S. economy and for U.S. society more generally. Previous research has shown that DACA beneficiaries will contribute $460.3 billion to the U.S. gross domestic product over the next decade—economic growth that would be lost were DACA to be eliminated.  As our results show, the inclusion of these young people has contributed to more prosperous local, state and national economies; to safer and stronger communities through increased access to cars and home ownership; and to a more prepared and educated workforce for the future. Ending DACA now would be counterproductive at best and, at worst, cruel. At present, 800,000 lives—as well as the lives of their families and friends—hang in the balance."""
01	Is the Death Penalty Immoral?	"""It [capital punishment] is immoral in principle, and unfair and discriminatory in practice... No one deserves to die. When the government metes out vengeance disguised as justice, it becomes complicit with killers in devaluing human life and human dignity.  In civilized society, we reject the principle of literally doing to criminals what they do to their victims: The penalty for rape cannot be rape, or for arson, the burning down of the arsonist's house. We should not, therefore, punish the murderer with death... Capital punishment is a barbaric remnant of uncivilized society."""
10	Do Euthanasia and Physician-Assisted Suicide Violate the Hippocratic Oath?	"""Because the Hippocratic Oath instructs physicians not to provide a 'deadly drug,' some have concluded that physicians, by their training and moral commitment, must necessarily reject assistance in hastening death. This is not so. The provision in the Hippocratic Oath that prohibits providing a deadly drug did not even reflect accepted medical practice in ancient Greek city-states where, upon request, a physician could provide a lethal drug for a suffering patient. In some sense, physicians who provide assistance in hastening death are adhering to a longstanding understanding of the scope of medical practice: to care for and meet the needs and desires of a patient in all stages of the patient’s life. Significantly, the activities a physician undertakes in providing assistance in hastening death are the same as those often carried out by a physician who oversees a withdrawal of treatment. As a purely medical matter, there is little to distinguish a physician’s activities in withdrawing treatment from activities in hastening death through other means."""
01	"Should ""In God We Trust"" Be Removed from US Currency?"	"""It is constantly cited by the religious right as verification that this is a 'Christian nation,' and as grounds for further state/church entanglement. The religious right needs to be reminded that ours is a godless Constitution, and was very purposefully and deliberately written that way.  Most people do not realize that 'In God We Trust' is a johnny-come-lately. We believe the motto 'E pluribus unum' should resume its former stature. After all, it was the motto chosen by Thomas Jefferson, John Adams and Benjamin Franklin."""
10	Should Teachers Get Tenure?	“School boards operate in a completely different environment today than they did when tenure was established in 1909. Over a century of statutes, regulations and court decisions protect employees from arbitrary dismissal and discrimination. More recently, the School Ethics Act and the School District Accountability Act and regulations added to safeguards against patronage hiring and nepotism. New Jersey’s tenure system has devolved into a lifetime job protection for teachers, regardless of how well they perform in the classroom. The New Jersey School Boards Association believes that our state’s children deserve a public school system that places educational quality above employee job security. Therefore, reforming the current system of lifetime tenure should be at the heart of educational improvement and reform. NJSBA supports replacement of lifetime tenure for school employees with a system of renewable employment contracts.”
10	Is it legal for Congressional representatives to trade securities based on insider information?	"""While trading by Members of Congress or their staff is not exempt from the federal securities laws, including the insider trading prohibitions, there are distinct legal and factual issues that may arise in any investigations or prosecutions of such cases. Any statutory changes in this area should be carefully calibrated to ensure that they do not narrow current law and thereby make it more difficult to bring future insider trading actions against individuals outside of Congress.”"
10	Do Standardized Tests Improve Education in America?	“I [recall] times as a teacher when I thought my students learned the most. It wasn’t when we were intensely preparing for the Regents exams or any other standardized tests. My students were most engaged during project-based learning, when they worked in teams and wrestled with complex topics, such as the decision to drop the atomic bomb during World War II… Those are the kinds of educational experiences that excite students and teachers alike. Teachers don’t want to spend valuable time endlessly preparing for ‘the test.’ They want to guide their students to ask insightful questions, offer well-reasoned opinions, and work diligently until they master content. Those are the types of classroom experiences that unleash students’ ingenuity and reveal their understanding of the material. And that’s the kind of learning that is being stamped out by the current pervasive fixation on testing.”
10	Should Abortion Be Legal?	“Faithful to the ‘self-evident’ truths enshrined in the Declaration of Independence, we assert the sanctity of human life and affirm that the unborn child has a fundamental individual right to life which cannot be infringed. We support a human life amendment to the Constitution and endorse legislation to make clear that the Fourteenth Amendment’s protections apply to unborn children. We oppose using public revenues to promote or perform abortion or fund organizations which perform or advocate it and will not fund or subsidize health car which includes abortion coverage. We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.”
10	Do Voter Verified Paper Audit Trails Disenfranchise Disabled Voters and Language Minorities?	"""VVPBs do not at all discriminate against visually impaired, physically challenged, and foreign-language voters. DRE and touchscreen voting systems have mechanisms for reading the ballot to the voter via headphones to confirm the correct recording of their choices. The U.S. Department of Justice has deemed this acceptable for paper ballots as well."""
01	Should Adults Have the Right to Carry a Concealed Handgun?	"The right to carry concealed handguns is guaranteed by the Second Amendment of the US Constitution. The entire Second Amendment states: ""a well regulated Militia being necessary to the security of a free State, the right of the people to keep and bear Arms shall not be infringed."" [53] The federal 7th Circuit Court of Appeals, in the Dec. 11, 2012 case Moore v. Madigan, ruled 2-1 that the Second Amendment's right to bear arms ""must be interpreted to include a right to have a concealed gun in public, to have it ready for use, and to have it for self-defense."" [54] The US 9th Circuit Court of Appeals ruled in Peruta vs. San Diego by a 2-1 vote on Feb. 13, 2014 that the Second Amendment requires states to ""permit some form of concealed carry for self-defense outside the home."" [55] Read More"
01	"Should the Words ""under God"" Be in the US Pledge of Allegiance?"	"""[A] sense of proportion should also guide those who police the boundaries between church and state. Not every mention of God in public is a breach to the wall of separation - context matters. It is doubtful that children reciting the Pledge of Allegiance feel oppressed or brainwashed as a consequence of muttering the phrase 'under God.' I didn't."""
10	Did Saddam Hussein have weapons of mass destruction after the 1st Gulf War?	"""Extensive post-war investigations were carried out by the Iraqi Survey Group (ISG). The ISG found no evidence that Iraq had tried to reconstitute its capability to produce nuclear weapons after 1991; no evidence of biological weapon (BW) agent stockpiles or of mobile biological weapons production facilities; and no substantial chemical warfare (CW) stockpiles or credible indications that Baghdad had resumed production of CW after 1991."""
01	Should Gay Marriage Be Legal?	"Many religious leaders and churches support gay marriage and say it is consistent with scripture. Gene Robinson, openly gay former Bishop of the Episcopal Diocese of New Hampshire, stated in Sep. 2012: ""Scripture says where love is, there is God also. And they [religious people] see that love in our families, and I think people can't help but be supportive."" [128] Lee Jefferson, Assistant Professor of Religion at Centre College, wrote that the Bible makes no mention of same-sex marriage at all, nor does it make reference to sexual orientation as it is understood today. [129] Reform Judaism, which comprises about 80% of the American Jewish population, endorses same-sex marriage, and the Central Conference of American Rabbis has supported gay marriage since 1996. [130] The Episcopal Church stated in Resolution A095, made in 2006, that it ""oppose[s] any state or federal constitutional amendment that prohibits same-sex civil marriage or civil unions."" The Presbyterian Church (USA) voted in June 2014 to allow its pastors to marry same-sex couples. The United Church of Christ General Synod voted in July 2005 to affirm ""equal marriage rights for couples regardless of gender."" The 1996 General Assembly of the Unitarian Universalist Association adopted ""a position in support of legal recognition for marriage between members of the same sex."" [119] [141][142] [143] Read More"
10	Birthright Citizenship Debate: Should Children Born on US Soil to Undocumented Immigrants Automatically Have US Citizenship?	"""Those who defy the laws of the U.S. should not be allowed to confer such an advantage on their children. This would not be visiting the sins of the parents on the children, as is often claimed, since the children of illegal aliens born in the U.S. would not be denied anything to which they otherwise would have a right. Their allegiance should follow that of their parents during their minority. A nation that cannot determine who becomes citizens or believes that it must allow the children of those who defy its laws to become citizens is no longer a sovereign nation. No one is advocating that those who have been granted birthright citizenship be stripped of their citizenship. Equal protection considerations would counsel that citizenship once granted is vested and cannot be revoked; this, I believe, is eminently just."""
01	Is a Two-State Solution (Israel and Palestine) an Acceptable Solution to the Israeli-Palestinian Conflict?	"""We are gravely concerned that a one-state 'solution' would both mean the end of Israel as a sovereign Jewish state and create the circumstances for a human rights catastrophe. Despite claims to the contrary, the creation of a binational state would be both radical and antithetical to genuine peace.   The one-state idea marks a departure from the well-established premise of 'two states for two peoples,' a solution supported by a strong majority of both Israelis and Palestinians. Support for a binational state ignores the undeniable fact that Israeli and Palestinian societies are drastically different in terms of economic development, political orientation, and cultural identity—a situation which would not change with the removal of a political border. Given the two sides' history of mutual hostility and resentment, the creation of a single state will likely lead to violent ethnic conflict, a result desired by none but the most radical elements in the region. As a result, a majority of experts across the political spectrum agree that despite difficulties in reaching an agreement, a two-state solution is far preferable to a one-state non-solution."""
10	Could Electronic Voting Machine Software Be Programmed to Alter the Outcome of an Election?	"""Before the fact vote rigging [is] difficult if not impossible...The concern that unscrupulous programmers will try to rig elections through deceptive software has led to specific processes and policies to avoid such an event. For example, software code passes through numerous internal and external checks before use in an actual election, including rigorous certification testing by independent certification bodies. Voting system software is engineered months in advance of actual elections, making it very unlikely for programmers to know who candidates will be and impossible to know how their names will appear on ballots. The source code is held in escrow by various state and federal officials, and local officials do not have access to it, thus preventing code changes at the local level."""
